,week,ctv_spend,linear_tv_spend,search_spend,social_spend,conversions,ctv_spend_normalized,social_spend_normalized,search_spend_normalized,linear_tv_spend_normalized,ctv_spend_adstock,linear_tv_spend_adstock,search_spend_adstock,social_spend_adstock,ctv_spend_saturated,social_spend_saturated,search_spend_saturated,linear_tv_spend_saturated
92,2025-10-12,65049.076496071946,89359.43807322028,26341.784633433068,16118.101048253826,5310.708175437026,0.28023274157757927,0.2498972710661581,0.26244143088488214,0.14494685308355432,73287.38553314084,96838.20147746995,31686.436913834033,17133.52631994283,270.7164301130259,130.8950966229936,178.00684513196123,311.1883697657577
93,2025-10-19,69731.2889321876,103316.11909910208,28306.39789609157,21530.058334577698,5264.430065138732,0.3634703309916724,0.487711079658245,0.3026294594840265,0.3341132240026598,71816.9043535362,100581.93479983092,30144.003598643758,19427.236815941007,267.98676152663995,139.38162294915713,173.62028567723232,317.14655098208294
94,2025-10-26,69260.72606708463,102471.63795240916,37591.19069415618,13153.40382925466,5403.495584198767,0.35510494409533283,0.11962167950629385,0.4925587069333808,0.32266727682272045,70844.3067971169,102027.43498202653,34063.59314599169,16348.630424845825,266.16593846154865,127.86176295064067,184.5632497167074,319.41733669609505
95,2025-11-02,56815.71087872737,87182.39117106586,36812.918845171094,17882.57513897173,5330.919635278175,0.1338648618405413,0.3274323071862811,0.4766384177246041,0.11543954679507988,64080.60860286063,95030.86257312456,35630.194178270285,17194.877682789698,253.14147941983083,131.12924038058674,188.75962009463328,308.2707617876281
96,2025-11-09,78446.49547454873,107700.73986253636,32619.39915777701,19324.74119600295,5322.721781851218,0.5184040922701101,0.39080438950324836,0.390855993096148,0.3935415935510722,71609.55973661295,101891.99779616873,34294.87033757101,18345.477578965547,267.5996258155324,135.44547825219396,185.18874246986778,319.2052596624447
97,2025-11-16,78636.88497309755,111220.66059510168,33854.38867994723,21448.24959702846,5340.436588364091,0.5217887236009576,0.4841162162061889,0.4161188757102351,0.4412499727615395,75470.06981280253,107099.72315114898,34251.14226686456,19991.945411932313,274.7181643299229,141.39287610036197,185.07064128830527,327.2609404605887
98,2025-11-23,76264.07252147548,119075.00409234184,42282.34035129157,22608.752150885935,5528.025296063748,0.4796062743209295,0.5351113585572022,0.5885206248167549,0.5477063467783787,76203.45274807051,113669.13176743298,38487.19640531733,21400.57520695881,276.04972875927723,146.2893543869779,196.1815394101018,337.1485307211541
99,2025-11-30,74163.51334872592,119755.70564204878,29537.1198184363,13621.429278117575,5399.116615897171,0.4422637819955735,0.14018779054958974,0.3278050442939623,0.5569324544466907,75510.59959283209,117297.5125734159,34166.16114335766,17571.38713942734,274.7919205377627,132.55710897355652,184.84090765671343,342.4872443951977
100,2025-12-07,60836.22725750641,88818.19406586955,37876.227489114,11784.598186849737,5293.455711567716,0.20533921208319664,0.05947322196668044,0.49838940505870655,0.1376109281267265,68441.74667339733,103491.79490510719,36218.67646379245,14730.234739345338,261.6137356359511,121.36817844618638,190.3120502327492,321.7014064394298
101,2025-12-14,73669.26318432155,95856.59417719096,33023.34202062156,26067.63587386901,5262.395703107286,0.4334772963728348,0.6871026378894383,0.3991190276755082,0.23300815069463116,71380.44146052739,100142.52383890114,34793.18902182215,20514.49524325172,267.1711838139124,143.22882127299562,186.52932483076796,316.4530357555464
102,2025-12-21,75542.13125660906,116323.68552768348,33325.165213941465,21575.24642363053,5349.012265780154,0.4667720316619411,0.48969674787255424,0.4052931075087125,0.5104154645726717,73794.48363874073,108801.43063335067,34232.93056774742,21140.51564457279,271.65140095118363,145.397784180409,185.02143272536676,329.85061866449587
103,2025-12-28,70992.99471191336,117634.91722307874,42962.828813785934,16412.64780286043,5505.171937353771,0.3859001863404242,0.26284033063140005,0.6024406620637319,0.5281876656276395,72706.87136203962,113792.90620038753,38821.882772955694,18849.340317915365,269.64211718876487,137.2928997359855,197.0326946802375,337.33204146713894
